,Unnamed: 0,date_implement,policy,metric_change,state
626,3,2021-05-01,C3_Cancel public events,-1.0,Vermont
627,4,2021-04-05,C4_Restrictions on gatherings,-1.0,Vermont
628,5,2021-06-09,C4_Restrictions on gatherings,-2.0,Vermont
629,6,2021-05-11,C6_Stay at home requirements,-1.0,Vermont
630,7,2021-05-11,C7_Restrictions on internal movement,-1.0,Vermont
631,8,2021-11-08,C8_International travel controls,-2.0,Vermont
632,9,2021-05-14,H6_Facial Coverings,-1.0,Vermont
633,10,2021-03-08,H7_Vaccination policy,1.0,Vermont
634,0,2021-06-15,C1_School closing,-2.0,Wisconsin
635,1,2021-08-16,C1_School closing,1.0,Wisconsin
636,2,2021-06-15,C2_Workplace closing,-1.0,Wisconsin
637,3,2021-08-15,C3_Cancel public events,-1.0,Wisconsin
638,4,2021-02-10,C4_Restrictions on gatherings,-1.0,Wisconsin
639,5,2021-06-02,C4_Restrictions on gatherings,-2.0,Wisconsin
640,6,2021-06-15,C5_Close public transport,-1.0,Wisconsin
641,7,2021-06-15,C6_Stay at home requirements,-1.0,Wisconsin
642,8,2021-01-27,H3_Contact tracing,1.0,Wisconsin
643,9,2021-06-15,H6_Facial Coverings,-1.0,Wisconsin
644,10,2021-07-05,H6_Facial Coverings,1.0,Wisconsin
645,11,2021-03-22,H7_Vaccination policy,1.0,Wisconsin
646,12,2021-04-05,H7_Vaccination policy,2.0,Wisconsin
647,0,2021-02-23,C1_School closing,-1.0,West Virginia
648,1,2021-08-08,C1_School closing,1.0,West Virginia
649,2,2021-04-21,C2_Workplace closing,-1.0,West Virginia
650,3,2021-05-01,C3_Cancel public events,-1.0,West Virginia
651,4,2021-04-19,C4_Restrictions on gatherings,-3.0,West Virginia
652,5,2021-05-04,C6_Stay at home requirements,-1.0,West Virginia
653,6,2021-11-08,C8_International travel controls,-2.0,West Virginia
654,7,2021-05-04,H3_Contact tracing,-1.0,West Virginia
655,8,2021-04-19,H6_Facial Coverings,-1.0,West Virginia
656,9,2021-01-07,H7_Vaccination policy,1.0,West Virginia
657,10,2021-03-22,H7_Vaccination policy,2.0,West Virginia
658,0,2021-06-01,C1_School closing,-1.0,Wyoming
659,1,2021-08-30,C1_School closing,1.0,Wyoming
660,2,2021-04-21,C2_Workplace closing,-1.0,Wyoming
661,3,2021-08-15,C3_Cancel public events,-1.0,Wyoming
662,4,2021-02-15,C4_Restrictions on gatherings,-1.0,Wyoming
663,5,2021-05-21,C4_Restrictions on gatherings,-2.0,Wyoming
664,6,2021-04-02,C6_Stay at home requirements,-1.0,Wyoming
665,7,2021-11-08,C8_International travel controls,-2.0,Wyoming
666,8,2021-01-05,H3_Contact tracing,-1.0,Wyoming
667,9,2021-01-12,H7_Vaccination policy,1.0,Wyoming
